Artist_name,Album name,Track title,Track number,Lyric,Line number,Year
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Blood is on the dance floor,26,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Blood is on the knife,27,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Susie's got your number,28,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,And Susie says its right,29,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,She got your number,30,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,How does it feel,31,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,To know this stranger,32,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Is out to kill,33,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,She got your baby,34,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,It happened fast,35,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,If you could only,36,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Erase the past,37,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Every night stance is like taking a chances,38,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,It's not about love and romance,39,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,And now you're going to get it,40,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Every hot man is out taking a chance,41,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,It's not about love and romance,42,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,And now you do regret it,43,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,To escape the world I got to enjoy this simple dance,44,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,And it seemed that everything was on my side,45,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,(Blood on my side),46,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,It seemed sincere like it was love and true romance,47,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,And now she's out to get me,48,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,And I just can't take it,49,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Just can't break it,50,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Susie got your number,51,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,And Susie ain’t your friend,52,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Look who took you under,53,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,With seven inches in,54,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Blood is on the dance floor,55,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Blood is on the knife,56,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Susie got your number,57,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,You know Susie says its right,58,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Susie's got your number,59,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Susie ain’t your friend,60,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Look who took you under,61,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,She put seven inches in,62,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Blood is on the dance floor,63,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Blood is on the knife,64,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Susie's got your number,65,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Susie says its right,66,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,It was blood on the dance floor,67,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,(blood on the dance floor),68,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,It was blood on the dance floor,69,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,(blood on the dance floor),70,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,It was blood on the dance floor,71,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,(blood on the dance floor),72,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,It was blood on the dance floor,73,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,(blood on the dance floor),74,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,And I just can't take it,75,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,The girl won't break it,76,2017
Michael Jackson,Michael Jackson Scream,Blood on The Dance Floor,3,Ohhhh,77,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Who's watching?,1,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Tell me who's watching.,2,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Who's watching me?,3,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"I'm just an average man, with an average life.",4,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"I work from nine to five; hey hell, I pay the price.",5,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,All I want is to be left alone in my average home;,6,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"But why do I always feel like I'm in the Twilight Zone, and",7,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,8,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,And I have no privacy.,9,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Woh, I always feel like somebody's watching me.",10,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Tell me is it just a dream?,11,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,When I come home at night.,12,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I bolt the door real tight.,13,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,People call me on the phone I'm trying to avoid.,14,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Well, can the people on T.V. see me.",15,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Or am I just paranoid?,16,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,When I'm in the shower.,17,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I'm afraid to wash my hair.,18,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,'Cause I might open my eyes,19,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,And find someone standing there.,20,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,People say I'm crazy.,21,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Just a little touched.,22,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,But maybe showers remind me of,23,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"""Psycho"" too much.",24,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,That's why. . .,25,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,26,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,And I have no privacy.,27,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Woh, I always feel like somebody's watching me.",28,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Who's playing tricks on me?,29,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Who's watching me?,30,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I don't know anymore . . . are the neighbors watching,31,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Who's watching?,32,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Well, it's the mailman watching me: and I don't feel safe anymore.",33,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Tell me who's watching.,34,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Oh, what a mess. I wonder who's watching me now,",35,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,(WHO?) the I.R.S.?,36,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,37,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,And I have no privacy.,38,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Woh, I always feel like somebody's watching me.",39,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Who's playing tricks on me?,40,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,41,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,42,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,43,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,44,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,45,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,46,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,And I have no privacy.,47,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Woh, I always feel like somebody's watching me.",48,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I can't enjoy my tea.,49,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I always feel like somebody's watching me.,50,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,I want my privacy.,51,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Woh, I always feel like somebody's watching me.",52,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Woh, I always feel like somebody's watching me.",53,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,Stop playing tricks on me,54,2017
Michael Jackson,Michael Jackson Scream,Somebody's Watching Me,4,"Woh, I always feel like somebody's watching me.",55,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,You never make me stay,1,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,So take your weight off of me,2,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I know your every move,3,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,So won't you just let me be,4,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I've been here times before,5,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,But I was too blind to see,6,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,That you seduce every man,7,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,This time you won't seduce me,8,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She's saying that's okay,9,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Hey baby do what you please,10,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I have the stuff the you want,11,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I am the thing that you need,12,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She looked me deep in the eyes,13,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She's touchin' me so to start,14,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She says there's no turnin' back,15,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She trapped me in her heart,16,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",17,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",18,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Di-ana, nah",19,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Dirty Diana,20,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Let me be!,21,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Oh no,22,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Oh no,23,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Oh no,24,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She likes the boys in the band,25,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She knows when they come to town,26,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Every musician's fan after the curtain comes down,27,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She waits at backstage doors,28,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,For those who have prestige,29,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Who promise fortune and fame,30,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,A life that's so carefree,31,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She's says that's okay,32,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Hey baby do what you want,33,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I'll be your night lovin' thing,34,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I'll be the freak you can taunt,35,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,And I don't care what you say,36,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I want to go too far,37,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I'll be your everything,38,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,If you make me a star,39,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",40,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",41,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Di-ana, nah",42,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Dirty Diana,43,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",44,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",45,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",46,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Dirty Diana,47,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Diana!,48,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Diana!,49,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Dirty Diana!,50,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"It's Diana! Yeah, yeah",51,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She said I have to go home,52,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,'Cause I'm real tired you see,53,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,But I hate sleppin' alone,54,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Why don't you come with me,55,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I said my baby's at home,56,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She's probably worried tonight,57,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I didn't call on the phone to,58,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Say that I'm alright,59,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Diana walked up to me,",60,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She said I'm all yours tonight,61,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,At that I ran to the phone,62,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Sayin' baby I'm alright,63,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,I said but unlock the door.,64,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Because I forgot the key.,65,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,She said he's not coming back,66,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,Because he's sleeping with me,67,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",68,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",69,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Di-ana, nah",70,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",71,2017
Michael Jackson,Michael Jackson Scream,Dirty Diana,5,"Dirty Diana, nah",72,2017
